rating,review_text,review_len,churn_risk
5,i used my revolut account as a spending account. love how i can create different pots of money and link cards to them. no issues so far after 6 months of use.,158,0
5,still phone app is working great.,33,0
5,works great for me since years. no problems at all in daily life,64,0
5,everything works as it's supposed to work,41,0
5,ive been using it for a year now and so far i havent had issues. im enjoying the app and everything is very clear.,114,0
5,very good application,21,0
5,works perfectly. the costumer service is excellent,50,0
3,"приложението е твърде претенциозно. трудно работи с по-слаби устройства и принуждава потребителите да си губят времето в безполезни опити. ако не беше необходимо за част от работата ми, не бих го използвал. (2019) 7 години по-късно, мога да споделя значително по-приятно потребителско изживяване, но и може би защото съм с по-мощен смартфон. (2026)",348,0
1,first off. this doesn't support canada so i have no idea why its even on the google play sitte,94,1
5,"best bank app i’ve used — intuitive, with great insights into my spending. transfers and payments are always fast, and it’s completely free.",140,0
5,it's really helpful.im so grateful to have this kind of app.i highly recommend this app.,88,0
5,great,5,0
5,very simple new way of spending money,37,0
5,good,4,0
5,all good so far,15,0
1,useless support,15,1
5,"it's a good online bank, where it shines for me is currency exchange, specifically their rates. literally saved thousands of euros by exchanging money here instead of physical bank.",181,0
5,best in use,11,0
5,"fast and secure transactions , no ads and no dumb steps to get something going , gets stuff done very fast and secure 👍🏻✅",121,0
5,"fast, easy to work with the app and correct.",44,0
5,online banking is very convenient. very easy to convert money between different currencies. there's been lots of ui experience improvements recently too.,153,0
1,"so annoying camera (due to the app development, not my camera ), can't sign up, tried 10 times and camera times up or lags enough to make me sign up again",154,1
5,very good,9,0
5,то на топа,10,0
5,like it,7,0
4,very good app.,14,0
5,revolut is such an easy way to pay bills and transfer money to friends instantly. why do i have to wait 3 days with my old bank???,130,0
5,all good,8,0
5,excellent,9,0
1,if i receive one more request of personal information i am done with this account. it's unbelievable what a nuisance this app has become.,137,1
5,good support and fees!,22,0
1,"one star for face id, you are lucky i cannot use offensive language on google play, you leave no choice or alternative to sending my identify online. it is not secure and it is horrible and against my privacy rights.",216,1
5,"great app and bank, very useful especially for any international transactions and/or currency exchange within the app. lowest fees possible. and in case of the few issues i encountered, i was able to solve everything using the help option, either with ai or human assistant. my favourite bank and banking app!",309,0
5,great bank account. easy to use. sends money instantly to the recipient's account.,82,0
1,"my account was fully verified, and i even ordered a physical card because i was satisfied with the service. however, my account was suddenly need to be terminated due to what basically was a verification issue/ error on revoult's side. as a result, the fee i paid for physical card issuance was not refunded. this situation occurred though no fault of my own, yet i bear the financial loss. i expect better accountability instead of simply asking for my understanding.",468,1
5,very good app,13,0
5,extremely useful for traveling and buying goods online and transferring funds in sterling.,90,0
5,"my main bank for a few years now, works flawlessly in many countries",68,0
5,works well except paying money into your account. i often have cash i want to pay in,84,0
5,"no charges, and very handy for backup if you have no cash with you",66,0
5,great app. thank you revolut,28,0
5,excellent,9,0
5,very easy to use,16,0
5,excellent.... a fantastic service.. and now i use revolut.ramp to fund noncustodial wallet.. excellent service there too..,122,0
5,good service,12,0
5,"very smooth, solid app for banking",34,0
5,very good easy to use banking app,33,0
1,"after years of using revolut it suddenly blocked my account with no notice and stated that my funds must be withdrawn. they offered no explanation under any circumstances, stating that the account is not following their regulations. whatever their reason is, they should be able to explain it at least or give a notice.. anyway use it by all means, just as you might use paypal but don't rely on it as a bank! it's not a bank. it's incredibly unreliable.",454,1
5,easy to use .fast transfers .),30,0
5,very happy,10,0
5,love it so good for going abroad,32,0
5,amazing,7,0
5,top,3,0
5,it's incredible,15,0
5,just the best,13,0
4,great application,17,0
5,"it's good, easy access",22,0
5,very easy to use and handy for transferring money over,54,0
5,"easy, transparent and fast",26,0
4,i like the app but i wish using my rev points was simpler. and perhaps add a few more options to spend them at.,111,0
5,c'est super rapide,18,0
5,satisfactory,12,0
5,around 5 years experience with revolut i don't think you can find better bank app!,82,0
5,i have used revolut for years. it's so handy for all needs travelling and also great for investing and crypto.,110,0
5,very easy 👌,11,0
5,"for payments excellent, did not try investment",46,0
5,very good,9,0
5,"so far revolut is working well for me, after yrs with an post which regularly had issues, i took the leap and haven't looked back, i particularly like the wallets and you can also save earning a small amount of interest daily.",226,0
1,awful bank and app,18,1
5,reliable,8,0
5,"it's simple, fast and reliable. most of the time, there are 0 fees on transactions or conversions. it's amazing. highly recomend it.",132,0
5,"fraudulently stealing your money, making you to take larger number of photos for verification of some issue they find in crypto transaction, their issue remember it's not in terms and conditions specified for this specific issue, because of their inability to solve a situation or maybe bad communication inside, either way i will never change my rating.",354,0
5,good,4,0
5,great,5,0
5,"excellent app, makes payment easy and managing accounts simple",62,0
5,super,5,0
1,"debited my account even though tap n pay transaction was not authorizedby me, used my phone on the bus via the a buy n go app on my phone but the tap n pay on the bus opened my phone wallet (even though i had a valid qr bus ticket have the proof) when they tried after 2 more times of revolut declining the 3rd attempt was allowed now i have a negative balance revolut won't dishonor, i will be closing my account( i've been a member for years,1st time asking for help no loyalty to there customers)",499,1
5,moving money has never been easier. thanks for the low fee and ui. awesome experience,85,0
5,nice and easy to use,20,0
5,good app.,9,0
5,"very easy to use and flexible, customer-oriented.",49,0
5,cool,4,0
5,excellent ease of setup 👌,25,0
5,perfect,7,0
5,revolut app is easy to use,26,0
5,so far so good,14,0
5,good,4,0
5,best app ever,13,0
5,the most useful app i ever used.,32,0
5,it works and that's all i ask for banking apps.,47,0
5,waiting list for 3 years,24,0
5,"amazing so handy in general, bonus amazing for children you can see where the money is spent and can top up easily not to mention amazing currency exchange rates.",162,0
5,"i like it ,so easy to use",25,0
5,excellent services,18,0
5,i am using this app smoothly and no lagging,43,0
5,"revolut is ideal for frequent travelers, expats,and users managing global finances,while it lags in local myr support and has occasional service issues,its speed,cost and all in one tools make it strong alternative to traditional banks",235,0
5,👌👌,2,0
5,is one of the best finance banking more high security. save to use with for finance transaction....with control operation in the world .it make your life easier.,161,0
5,easy to use,11,0
5,best online banking. bar none.,30,0
5,excellent app,13,0
5,excellent application with good ui.,35,0
5,very useful for my exchange programme!,38,0
5,great,5,0
5,perfect,7,0
5,great,5,0
1,"muy mala experiencia, más de 2 semanas esperando a que llegue la tarjeta física y solo te dicen paciencia paciencia, uno la pide porque la va a ocupar , mejor con esto me voy a otras aplicaciones que resuelven más rápido. no pierdan su tiempo con la aplicación y busquen otras alternativas.",290,1
5,awesome app,11,0
5,love it,7,0
5,5 star,6,0
1,i opened my revolut account when i was in netherlands. i am a student and moved to another eu country completely so my visa changes and residence too. now the account is no longer working and said i need to close this and open an account for this new country. is this really necessary ? so everytime i move i've to open a new account? what's there to be international system?,375,1
5,cool user experience props for the devs :),42,0
1,can't buy bitcoin because the app is glitched. customer service don't know anything and waste your time for hours. customer service just closed my chat without resolving my issue. avoid for anything crypto.,206,1
5,very good user friendly app,27,0
5,great mobile banking experience. intuitive user interface design.,65,0
5,amazing all the time❣,21,0
5,lifesaver!,10,0
5,i just got it and i like it,27,0
5,vrings convenience and excellent functionality,46,0
4,great app. working well for me and i love the money tips on saving,66,0
4,"hasta ahora muy bien, pero la he usado sólo unos días, como sugerencia, al abrir la app, sería bueno que hubiera alguna indicación de que está cargando, porque sólo aparecen pantallas estáticas que dan la impresión de que la app se trabó",237,0
4,5 stars if you add it for people living in georgia to use as well 🇬🇪🇬🇪🇬🇪,72,0
5,great for fast transactions with people i know,46,0
4,"the app is smooth and easy to use, but the messages and ads are annoying... the last thing i want is a banking app pushing daily ads on me with no way to turn them off...",170,0
5,very good,9,0
5,great,5,0
5,can't find the 6 star...this application is a must.,51,0
5,great app,9,0
5,"great app, works really well",28,0
5,so far so good,14,0
5,love it,7,0
5,it helps me manage my finances more efficiently.,48,0
5,"great app, easy and seamless to use.",36,0
4,it is appreciated,17,0
5,"best banking app ever, easy to use and no fees i love it asf<3",62,0
4,very good,9,0
1,doesn't work well. problems abound always. current worst one is they are going to block our account soon if i don't enter my social security number on the tax status page. that page doesn't function and they don't care. they keep sending drmands that i give them thr info that their app cannot function to collect. no customer service to help. ai customer service/support. they even ai responded to this review with a lie about chat help that doesn't actually exist in the app.,477,1
4,не всегда могу задонатить деньги с револют,42,0
5,very good,9,0
5,eċċellenti!,11,0
5,the best bank ever,18,0
5,perfect,7,0
5,very 👍 good service!!!,22,0
5,best banking app ever. please start operating in canada 🇨🇦,58,0
1,i had bad experience with the app it showing your account will be ready soon but still not get my account ready till now i am unable to open the app i have applied for the account whet it is launched in india for the first time at launch event 😡😡🤬🤬,248,1
1,horrible,8,1
5,i love it 4 years yousing it ♥️😍,32,0
5,makes me happy i like money,27,0
3,good app,8,0
1,"revolut will restrict my account while i’m legally waiting for my aima residence appointment. my visa had an appointment printed and it was later officially rescheduled by email several times. support asked for these proofs, then rejected them and refused escalation. support seemed unfamiliar with the documents they requested. they are asking for ( recibo comprovativo de pedido de residencia) while that document is only given after i apply for residency. kyc workflow doesn't cover all cases..",497,1
4,good for traveling,18,0
5,great stuff,11,0
5,i lived in china as well as germany and france and i had no trouble using it. i recommend,89,0
5,cant travel without it,22,0
5,it's amazing you can split your bills in different pots it's brilliant to keep track how much your behind o infront,115,0
4,trusted,7,0
5,great. no issues so far.,24,0
5,recommended,11,0
1,very bad customer service. they are not that much professional.,63,1
5,always convenient and excellent,31,0
3,not always easy to use especially uploading your identy passport etc.,69,0
5,best app,8,0
5,the best application for saving and dealing with money,54,0
5,so far very easy and i like the revolut approach. i don't use it as my main account though but i enjoy the easy options to include your kids and the option to change currency is second to none.,193,0
5,"works fine, so far so good 👍🏻",29,0
5,"no ads cause they use your money, obviously 😌. nevertheless, a smooth, nice experience.",87,0
5,good,4,0
5,ux sux more and more.,21,0
5,"wow! it's amazing how it has developed since the first time i started using it years back. the speed, the quality of service and new updates makes your life easy. i would have given it 10 if it was possible.",207,0
5,good,4,0
5,"goat, top tier user support and no ads. i love you🥰",51,0
5,1. atm - withdrawal free of charge up to 200€ 2. worry free for online payments of all sorts,92,0
5,very satisfying to use.,23,0
4,absolutely rubbish ..i cannot get registered for revolut ..keep being told sorry something went wrong please try later ...i have reinstalled ..forced stop ..still no joy 🙄🙃 got this problem sorted eventually..and absolutely love revolut now !,242,0
5,"fantastic digital banking app with useful budgeting tools, virtual cards, and smooth international payments.",108,0
1,"⛔bug: 30 fps when animated themes are selected + ignoring my ticket about this issue. apart from that, this is hands down one, if not the best banking app in the store",167,1
5,very convenient ☺️,18,0
5,simple easy and enjoyable. makes my money feel like it's my money.,66,0
5,"a lot of interesting functions, not only for the account holder, but also for children and life partner.",104,0
5,"its just like a bank without the hassle and with better ui. its much better alternative for freelancers to get paid compared to paypal, great for sending money to friends(arrives instantly) and i use it for investing too. (although their investing fees are sub-par)",265,0
5,top app,7,0
5,"my primary banking app. says it all, really",43,0
5,good,4,0
5,it is such a pain to have to add someone as a contact in order to send them money.,82,0
5,"top. trade republic sucks, instead. if you are in doubt, choose revolut",71,0
5,revolut is a great choice for those seeking a centralized app to manage many of their finances. provides atm access and atm card. currency exchange feature. ability to send and receive money in 25+ currencies with no fees.,222,0
5,"best bank, lots of options for investements, savings, the plans are really worth it too! i have just metal for now and am considering upgrading to ultra. if you travel a lot there is also many benefits.",202,0
5,works smoothly and conveniently,31,0
5,very easy to use,16,0
5,very detailed for every need,28,0
5,exceptional services,20,0
5,good if i need loan need another bank so sometime think its no good,67,0
5,easy to use,11,0
5,great app to use,16,0
5,quick easy just what i need,27,0
5,"nice app, pretty stable and ready to use.",41,0
5,good,4,0
5,very good,9,0
5,"don't really like the new way of adding money from my bank account, old way was much more easy?",95,0
5,efficient no problem app,24,0
4,good,4,0
5,it's serve his purpose very well,32,0
5,had very nice experience since using it,39,0
5,great bank and service,22,0
5,excellent value for money. lots of extras.,42,0
5,amazing,7,0
5,fantastic,9,0
5,just amazing!,13,0
5,very easy and excellent,23,0
5,berry easy to use for foreign currency,38,0
5,easy to do whatever you want 😉,30,0
5,top,3,0
5,perfect,7,0
5,много удобно,12,0
5,excellent money management,26,0
5,"great features. digital bank means things happen in seconds, not days. the app is a bit busy looking, but once you used to it it's got all the features and you can ignore the rest. no ads or other noise which i like. i recommend",228,0
5,"best account in the world 🌎 you just got to read, and you will understand it. there is everything like a bank.",110,0
5,when i ask for refund i get it and this is awesome,50,0
5,the support team is very helpful and responsive. the app and the services i have received are great. i can't recommend it enough.,129,0
3,"very good app, crypto rates suck",32,0
5,reliable service,16,0
5,nice app,8,0
1,"update- i've sent a private message via facebook, but unfortunately, i was replied to in french and now no reply! opened an account, and i was then informed that my account would be closed. now i can not log back in! cannot talk via the chat as you need to be logged in. terrible customer service. i'd love to close my account and have my finds transferred to my bank account. but they make this impossible by not being contactable! poor company! shower of thieves!",465,1
5,good,4,0
5,very nice,9,0
5,"was difficult with making my account to begin with but it was an understandable issue, but definitely recommend. give stars from me",131,0
5,me encanta la opción de cambiar las divisas,43,0
5,great for kids plus no monthly fee,34,0
4,fun,3,0
5,faster and smoothly working.,28,0
4,great,5,0
5,"wonderful app,works well, handy for travelling, very secured",60,0
5,dissapointed,12,0
5,very useful to pay everywhere card payment is accepted. easy to top up. nice that you can block fraud merchants.,112,0
5,one of the best if not the banking app. packed full of useful features and high quality customer service,104,0
5,perfect,7,0
5,best!,5,0
5,i like this one to because i do bitcoin,39,0
1,i don't have a passport or driving licence to open an account and i can't contact you by phone. what do i do?,109,1
5,best banking app best support team on the planet,48,0
5,great,5,0
5,it's secure,11,0
5,easy and fast for every payment 🌟,33,0
5,"very good, easy way to manage money and using it for my daughter's pocket money also which she loves",100,0
2,"it's ok until it's not. once something happens like you need to change a name or funds get frozen they either can't do anything about it or take months to help. customer support is just an ai bot, that argues with you that it's useful instead of helping",253,1
5,"nice app, where local banks are doing not smart stuff (i'm looking at you, raipay), revolut supports google pay",111,0
1,terrible. can't even scan my id bcs of how laggy it is.,55,1
5,excellent & amazing!,20,0
5,good choice,11,0
5,good and best 👌 app,19,0
5,very nice and reliable,22,0
5,does what's expected,20,0
5,amazing,7,0
5,still good!,11,0
5,nice,4,0
5,it's wonderful,14,0
5,"it's a bank app, it's nothing special but it does it's job correctly, no adds. pretty good, all love",100,0
5,absolute pleasure with many more benefits and options than any other bank. by a long shot!!,91,0
5,"this app is the most wonderful bank app i have ever used, very easy to operate and instructions are very clear. i love this app",127,0
5,"it's a place where you can do business without any stresses questions, and a very easy world for everyone",105,0
5,i love that my money shows up 2 days early. and that i can setup a automatic savings.,85,0
5,this app has worked perfectly for me so far. i love its features and the customization options. i hope it exceeds my expectations and doesn't let me down.,154,0
5,nice platform so far i haven't used it except for one purchase. using it as a foreigner it's been great,103,0
5,really works well for what it is. became my main app for investing due its simplicity. support agents and chatbot are very usefull and effective,144,0
5,it works great. fastest way to onramp,37,0
1,literally the worst bank ever. i havenever come across a bank who puts up so many obstacles to you accessing your own money,123,1
5,the banking app i needed,24,0
5,useful and mostly very intuitive. the invest and crypto sections have tutorials to ensure people at least have a vague idea of what they're doing.,146,0
5,simple to use,13,0
5,easy to use and makes things more convenient.,45,0
5,very clean and easy to use app. i use it for almost all transactions whenever possible now.,91,0
5,"had my card for over 6 months, and really pleased with the ease it works - loading uk money, transferring (""moving"") from £ to €, and spending. all easy to achieve... and very quick.",182,0
5,"i am loving it, this is so simple to apply and use, highly recommended",70,0
4,excellent for travel purposes.,30,0
5,super! 5 star :),16,0
5,lovely. making my life easier.,30,0
5,very happy revolut got a refund for me from a local trader who refused to refund me from a cancelled order.,107,0
5,best app,8,0
5,nice and easy banking,21,0
3,revulut has one downfall it does not include anpost bank which is an irish government bank but i am happy with revulut,118,0
5,"excellent app, high end quality",31,0
5,amazing,7,0
1,i am the victim of a possible identity theft on revolut,55,1
1,"the most important function on this app is the hardest thing to do: transferring money. you can't just enter an amount, name and bank account number and press send. it appears they want to harvest data (i'm not giving access to my contacts). you are obligated to add a recipient which consists of filling out a form in the app. it's an extra unnecessary cumbersome step that just frustrates. for this reason it's unusable to me. the key feature (sending money) is the most user unfriendly. bad ux/ui",499,1
5,"easy to use, not complicated at all.",36,0
5,exceptional facilities,22,0
5,great,5,0
5,excellent,9,0
4,great app,9,0
5,seemless.....,13,0
5,awesome 👍,9,0
3,"good overall service, but full of supposedly free trials, and then you find out that you're trapped in a paid three-month service.",130,0
5,very good app,13,0
5,so useful for overseas travel,29,0
5,"the best app for financial, ever. period.",41,0
5,sublime,7,0
5,"cheap and easy fiat currency exchange and transfers. -⭐ low volume (less than 3€) crypto exchange fee is 50%!!! and for larger amounts the fee starts at 1,5%. i don't recommend revolut for crypto. +⭐ 4sec app launch",215,0
5,"the transaction are very quick, compare with others bank",56,0
5,it's great but now they want a document i don't have so dunno,61,0
5,"nice app, works well, love the single use cards",47,0
5,simple and powerful,19,0
5,see ya nordea,13,0
5,"well done, well done.",21,0
5,best bank app in europe),24,0
5,great,5,0
5,krézi,5,0
5,just great,10,0
5,great,5,0
5,very helpful 😃,14,0
4,great functionality,19,0
5,"easy to manage budget, cards and split bills. necessary documents are easily accessible too.",92,0
5,i like it,9,0
5,easy to send money,18,0
5,odlicna usluga!,15,0
5,excellent experience,20,0
5,perfect bank and reliable.,26,0
1,terrible is supporting you in frauds. they took money for a transfer and when failed they did not refund their processing fee (for a service not provided lol),158,1
5,great for international travel,30,0
5,professional service,20,0
5,really helpful easy spp,23,0
4,"used to be great, but don't use it for fx, its hidden fees are way too high",75,0
5,great app very useful,21,0
5,"works exactly as i expect. making money transferring between family and friends and business, easy game!",104,0
5,absolutely amazing app always enjoy service and security.,57,0
5,"had issues entering my acc - very difficult process if you forget your password or email - you spin in circles for literally days. but somehow i managed to get tech support which is also very difficult to access as you need an email ( surprise if you forgot it!), but at the end i finally gained entry and haven't had issues since.",331,0
5,wonderful app,13,0
5,very useful service and great security features,47,0
5,sweet,5,0
5,"revolut has completely changed the way i manage my money! the app is sleek, intuitive, and packed with useful features like instant global transfers, currency exchange at great rates, budgeting tools, and even cryptocurrency support.",233,0
5,best,4,0
5,works as intended 👌,19,0
5,"so far its been a good way for banking , its definitely a way to learn stock trade , its a all around good product, app,",120,0
5,"one of my main banks, absolutely love it",40,0
5,very good,9,0
5,"just a nice banking app, shame there's no credit card 💳 available, but otherwise is a fantastic debit card service",114,0
5,"it's fantastic works everywhere fast and effortless,and its as handy as a small hammer 🔨",88,0
5,😘,1,0
5,"finding it the most convenient bank to use ,great service glad i changed bank",77,0
5,good 👍,6,0
5,super,5,0
5,great!,6,0
5,"easy to use , very practical, no problem to put money in and access everywhere to pay with",90,0
5,excellent so far,16,0
5,very good online banking,24,0
5,great app,9,0
5,"multe opțiuni, oferte și promoții.",34,0
1,"my worst banking experience ever! be prepared to lose brain cells, integrity, sanity and hope dealing with this place! this is one app/company i'm so glad to get away from. there were x2 great parts about revolut tbh. initially finding them (thought they seemed great) clever marketing. then closing my account four days later! awful....!",338,1
5,"still really good after 2 years, no fees at all",47,0
5,good,4,0
5,good,4,0
5,revolut is my daily payment option. it's also very helpful for travel currency exchange.,88,0
5,delighted with it,17,0
5,very good 👍👍👍😊😊😊😊😊,18,0
4,good,4,0
5,all in one,10,0
5,it's just so easy to use.,25,0
5,best and smooth,15,0
5,best,4,0
5,"i have been using revolut for a while now. i know exactly what is going out of my account and when, i get an overview of my account every time i open the app. revolut points are an extra bonus! very happy.",205,0
5,excellent,9,0
5,just excellent! i discover new useful facilities.,49,0
5,very easy to use,16,0
5,super easy to use,17,0
5,it is realible,14,0
1,very bad.,9,1
5,top notch,9,0
4,i like it.,10,0
5,"excelent, no complaints!",24,0
5,great app! love it!,19,0
2,exchanged my btc to eur without saying anything..,49,1
5,"please next time you write ""improvement"" please check the definition of that word in the dictionary.i didn't see any improvements in your last email",148,0
5,great app experience,20,0
5,really good 👍,13,0
3,they are doing too much with the app,36,0
5,excellent to be able to use anywhere hassle free,48,0
5,perfect!!,9,0
5,amazing and comfortable,23,0
5,great 😃👍 experience excellent service app,41,0
5,satisfying and great help,25,0
5,very advanced,13,0
1,libya isn't listed,18,1
5,great,5,0
5,"great app, great interface, fast transactions!",46,0
5,"better travel partner than my fiancé, and he's an excellent travel partner mind you",83,0
5,"i recommend revolut 100000000000000000%, superb banking and banking app. easy use and access to high quality services around the world. congratulations and we're together. ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",194,0
5,awesome,7,0
5,great,5,0
5,i like the app.. so far so good. no problem with it for me now.,63,0
5,great,5,0
5,brilliant app for banking and holidays,38,0
5,excellent!,10,0
5,very easy to use and helpful with my finances,45,0
2,"awful, my profile is requested to be updated, but inadequacy of app it doesn't allow me to do this and no doubt talking to someone in this instance would prove a bonus. oh well!!!!!",181,1
1,unhelpful and unreasonable customer service.,44,1
5,"good app, but the fee is high.",30,0
5,"up to now, i am enjoying it.",28,0
5,very happy and satisfied. many thanks.,38,0
5,no fuss transactions every time,31,0
5,love revolut. so good when travelling,37,0
5,so handy,8,0
5,very easy to use,16,0
5,love it,7,0
5,"brilliant service, easy to use",30,0
5,easy to navigate banking,24,0
5,nice bank for travel. great ux/ui,33,0
5,good,4,0
5,it gets complicated but it has all the great features a classic bank app cannot even think of. great job!,105,0
4,so handy,8,0
5,everything works flawlesly. extaordinary what all features are included in free tier.,85,0
5,great option to start investing,31,0
5,excellent,9,0
4,very easy to navigate around and very insightful in terms of income and expenditure.,84,0
5,good and features rich digital bank. of the mid plans would be a bit cheaper i'd definitely go for that!,104,0
1,impossible to close account,27,1
5,great app easy to use,21,0
5,the best !!,11,0
5,"so far this version works perfecto! great features/settings, rather easy to use, once you know where this are, and the basics right there on the home screen.",157,0
5,very happy,10,0
5,very efficient way to pay. excellent service.,45,0
5,great experience!,17,0
1,"always having problems with revolut (money transfer, payments, revolut app).",76,1
5,the best,8,0
5,smashing,8,0
5,love it,7,0
4,very good,9,0
5,excellent,9,0
5,is the best bank highly recommend,33,0
1,i don't like it,15,1
5,great option for managing your money,36,0
5,i use it for giving my daughter dinner money for school lunches.,64,0
5,"this is my favorite bank, and i've never regretted registering and downloading the app. it's very convenient, the support team answers all my questions, and everything is great. i recommend it to everyone.",205,0
5,this app is easy to use and good for managing money digitally,61,0
5,"the best online bank, fast resolving problems.",46,0
5,very fast and helpful,21,0
5,good application,16,0
5,very nice & cool,16,0
1,at first ok but then issues with app and spurious messages came. when i raised with support they went round in circles wasting hours and never understanding what was essentially a bug with their software. as a result i have no confidence in this app or support. it felt like i was dealing with a hacker as they just tailored a response to my specific words each time instead of understanding that thier system was sending me messages for functionality which was meant to be in test only.,487,1
1,"awful. used to be great but now although security is of course important, trying to take my money out became a massive ordeal. this was raised several times in the in app chat, which was a further frustration as they clearly deal with more than one person. i have raised a complaint so hopefully it will be actioned as this details the 2 days of delays and constant requests for more information. it was like dealing with columbo, ""just one more question""! i would put your money elsewhere.",490,1
5,seamless! best banking app i've ever used.,42,0
1,"be careful, they assume that you are always aware of their in-app messages and e-mails and they decide to take actions on your portfolios without your consent.",159,1
5,"easy to use, practical and simple ui",36,0
5,easy!,5,0
5,instant service .security great .,33,0
5,smooth app,10,0
5,it is super easy and very good to use,37,0
5,works well,10,0
4,i have been with revolut for six weeks now & in that time have had multiple issues they have promised to resolve but as yet not. i am still waiting for my balance to be corrected from a transaction not received by beneficiary over three weeks ago with zero initiated communication from consultants assuring me that i will be kept posted .,338,0
5,it's a really good app,22,0
5,useful app for traveling,24,0
5,easy to use.,12,0
4,awesome bank with easy transactions,35,0
5,great!,6,0
5,easy to use and quick with transactions,39,0
5,quick and easy app to use.,26,0
5,excellent ability to spot fake wesite and decline transactions which helps reduce fraud.,88,0
5,love it,7,0
5,very helpful,12,0
5,"fast, convenient transactions",29,0
5,the best,8,0
5,great!,6,0
5,gg wp revolut developers,24,0
5,"excellent, best banking app",27,0
5,superb app,10,0
5,revolut offers excellent digital banking services. budgeting tools and multi currency features are highly appreciated by users.,127,0
5,excellent service very fast !,29,0
4,good,4,0
5,easy to use once you get going and so helpful to have,53,0
4,nice,4,0
5,using it as a main shared account and not looked back,53,0
5,"very easy to use, reliable and makes traveling worry free",57,0
5,very easy to handle payments and transfers.,43,0
5,always works. no hiccups. great,31,0
5,"super easy, super usefull for those who has to use multi-currency regularly",75,0
5,nice,4,0
4,good except for fee atm,23,0
5,very fast and useful to have sub account for children,53,0
5,i love the security and ease of revolut,39,0
5,easiest and most usfull banking app i've ever used,50,0
5,great experience,16,0
5,it's what internet banking should be!,37,0
5,excellent,9,0
5,"only activation needs more docs, as just landed in a new country only passport and visa should be asked",103,0
5,great app with good services,28,0
1,just can not verify the app and it's taken payment twice,56,1
5,excellent t,11,0
5,very great,10,0
5,it just works,13,0
5,everything is fine and works well,33,0
5,"brilliant, absolutely brilliant",31,0
5,great service all day everyday,30,0
5,really good bank nothing else much to say,41,0
4,is excellent,12,0
5,great bank,10,0
5,good,4,0
5,amazing,7,0
5,quick easy transactions...instantly visable,43,0
5,great product never had a problem with any function!,52,0
5,great app,9,0
5,good good,9,0
5,i've been very long time never had issues,41,0
5,satisfied long time user 🫶🏼,27,0
5,was easy to use whilst abroad,29,0
5,great process and so much you can do on the app from banking to crypto truly happy with getting an account,106,0
4,very good. 😊,12,0
5,excellent,9,0
5,great app. very easy to use.,28,0
5,perfect great multi currency account. i also use revolut business for my company. it makes thing stress free using their banking system.,136,0
5,very convenient to use. loving it,33,0
5,fast and reliable,17,0
5,easy to transfer money.,23,0
1,"in loc sa se faca automat transferul,dureaza 2 3 zile",53,1
5,best banking app ever. ff magŕoņ hqhq 33,40,0
5,superb app for finances,23,0
5,about to use it rn,18,0
5,nice application,16,0
5,very good app,13,0
5,"reliable, fast, easy to use",27,0
5,excellent banking experience! account was easy to open and has worked at every vendor i've used.,96,0
5,very useful,11,0
5,love this app. revolut is great,31,0
5,i think this is the best revolut is easy to use for me and easy to control my spending on a budget like how much i spend .so much control thanks revolut ...,156,0
5,this is the best.,17,0
5,excellent card for traveling,28,0
5,easy and reliable app,21,0
5,quick easy transfers with low fees if any at all.,49,0
5,easy and great fir travelling,29,0
4,easy to set up,14,0
5,good,4,0
5,"so easy, perfect when travelling 👌",34,0
5,fast and effective,18,0
5,very easy to use,16,0
5,app works perfectly a d would recomend opening revolut bank to anyone fantastic customer service whilst offering and number of service and packages that can make life go more smoothly,183,0
4,"its a good app, works superb for moving money around when overseas for easy converting",86,0
5,great,5,0
4,"overall, pretty decent. i would have given 5 stars but it was difficult for a non revolut customer to send me funds. me sending the funds is easy enough. good luck in the 2026 f1 season!!",187,0
5,la mejor app bancaria por mucho,31,0
5,easy to navigate,16,0
5,"solid app, comparable to cash app, certain things are even better",65,0
5,the best option to send money abroad,36,0
5,всё отлично,11,0
5,best,4,0
5,"easy to set-up, easy iban transfert",35,0
4,it does what it says a little clunky thou,41,0
5,very lovely app,15,0
5,very nice,9,0
5,fantastic,9,0
5,excellent 👍🏻,12,0
4,fantastic app. just fantastic,29,0
5,it's a really good bank,23,0
4,nice(maybe),11,0
4,happy,5,0
5,been using it since 2 years and i am satisfied with it,54,0
5,fee free international payments and dead easy to setup. i saved a fortune on road tolls in greece by using google pay with my virtual revolut card. set it all up while out there in about 20 minutes. how banking should be.,221,0
5,fast pay,8,0
5,really usefull and convenient.,30,0
5,the app closes on android when i set a crypto price alert.,58,0
5,very nice,9,0
5,trusted.,8,0
5,wooow,5,0
5,"easy to use, great for sending money to friends and family and great for saving for the kids.",93,0
5,👍🏻,2,0
5,by far the best banking experience,34,0
5,it's just the best,18,0
5,the most modern bank in my country with the lowest fees.,56,0
5,super smooth,12,0
5,i really love revolut. the only thing that completely annoys me is that blocked contacts appear in the suggestion list. would be nice to edit the list by yourself!,163,0
